scraped_waittimes,hospital_webpage,total_minutes,read_timestamp,site_labels
"
                                            Estimated Wait Time: less than 15 minutes
",Atrium,15,2020-03-16T23:11:04Z,"Atrium Health Kings Mountain, a facility of Atrium Health Cleveland"
"
                                            Estimated Wait Time:38 Minutes
",Atrium,38,2020-03-16T23:11:04Z,Atrium Health Lincoln
"
                                            Estimated Wait Time:32 Minutes
",Atrium,32,2020-03-16T23:11:04Z,"Atrium Health Mercy, a facility of Carolinas Medical Center"
"
                                            Estimated Wait Time:45 Minutes
",Atrium,45,2020-03-16T23:11:04Z,Atrium Health Pineville
"
                                            Estimated Wait Time:55 Minutes
",Atrium,55,2020-03-16T23:11:04Z,"Atrium Health SouthPark Emergency Department, a facility of Carolinas Medical Center"
"
                                            Estimated Wait Time:23 Minutes
",Atrium,23,2020-03-16T23:11:04Z,Atrium Health Stanly
"
                                            Estimated Wait Time:19 Minutes
",Atrium,19,2020-03-16T23:11:04Z,Atrium Health Steele Creek
"
                                            Estimated Wait Time:28 Minutes
",Atrium,28,2020-03-16T23:11:04Z,Atrium Health Union
"
                                            Estimated Wait Time: 1 hours 18 Minutes
",Atrium,78,2020-03-16T23:11:04Z,Atrium Health University City
"
                                            Estimated Wait Time:23 Minutes
",Atrium,23,2020-03-16T23:11:04Z,Atrium Health Waxhaw
"
                                            Estimated Wait Time:27 Minutes
",Atrium,27,2020-03-16T23:11:04Z,Carolinas HealthCare System Blue Ridge-Morganton
"
                                            Estimated Wait Time:49 Minutes
",Atrium,49,2020-03-16T23:11:04Z,Carolinas HealthCare System Blue Ridge-Valdese
"
                                            Estimated Wait Time:32 Minutes
",Atrium,32,2020-03-16T23:11:04Z,Carolinas Medical Center
"
                                            Estimated Wait Time:32 Minutes
",Atrium,32,2020-03-16T23:11:04Z,Levine Children's Hospital
60,Kaleida,60,2020-03-16T23:11:04Z,Buffalo General Medical CenterBuffalo
0,Kaleida,0,2020-03-16T23:11:04Z,DeGraff Memorial HospitalNorth Tonawanda
22,Kaleida,22,2020-03-16T23:11:04Z,Millard Fillmore Suburban HospitalWilliamsville
11,Kaleida,11,2020-03-16T23:11:04Z,John R. Oishei Children's HospitalBuffalo
"15Min
",Longview TX,15,2020-03-16T23:11:07Z,"Longview Regional Medical Center, TX"
-,Longview TX,NA,2020-03-16T23:11:07Z,"Longview Regional Medical Center, TX"
"
						14 Minutes*",NYU Langone,14,2020-03-16T23:11:08Z,NYU Langone Hospital<e2><80><94>Brooklyn
"
						13 Minutes*",NYU Langone,13,2020-03-16T23:11:08Z,NYU Langone Health<e2><80><94>Cobble Hill
"
            10 min.",South Texas Health System,10,2020-03-16T23:11:08Z,South Texas Health System Children's
"
            4 min.",South Texas Health System,4,2020-03-16T23:11:08Z,South Texas Health System Edinburg
"
            5 min.",South Texas Health System,5,2020-03-16T23:11:08Z,South Texas Health System ER Alamo
"
            4 min.",South Texas Health System,4,2020-03-16T23:11:08Z,South Texas Health System ER McColl
"
            6 min.",South Texas Health System,6,2020-03-16T23:11:08Z,South Texas Health System ER Mission
"
            5 min.",South Texas Health System,5,2020-03-16T23:11:08Z,South Texas Health System ER Monte Cristo
"
            5 min.",South Texas Health System,5,2020-03-16T23:11:08Z,South Texas Health System ER Ware Road
"
            10 min.",South Texas Health System,10,2020-03-16T23:11:08Z,South Texas Health System ER Weslaco
"
            7 min.",South Texas Health System,7,2020-03-16T23:11:08Z,South Texas Health System Heart
"
                            20min *
",Piedmont,20,2020-03-16T23:11:08Z,Piedmont Athens Regional
"
                            13min *
",Piedmont,13,2020-03-16T23:11:08Z,Piedmont Atlanta
"
                            60min *
",Piedmont,60,2020-03-16T23:11:08Z,Piedmont Columbus Midtown
"
                            24min *
",Piedmont,24,2020-03-16T23:11:08Z,Piedmont Columbus Midtown Pediatrics
"
                            10min *
",Piedmont,10,2020-03-16T23:11:08Z,Piedmont Columbus Northside
"
                            77min *
",Piedmont,77,2020-03-16T23:11:08Z,Piedmont Fayette
"
                            35min *
",Piedmont,35,2020-03-16T23:11:08Z,Piedmont Henry
"
                            64min *
",Piedmont,64,2020-03-16T23:11:08Z,Piedmont Mountainside
"
                            0min *
",Piedmont,0,2020-03-16T23:11:08Z,Piedmont Mountainside - Ellijay
"
                            32min *
",Piedmont,32,2020-03-16T23:11:08Z,Piedmont Newnan
"
                            52min *
",Piedmont,52,2020-03-16T23:11:08Z,Piedmont Newton
"
                            117min *
",Piedmont,117,2020-03-16T23:11:08Z,Piedmont Rockdale Hospital
"
                            6min *
",Piedmont,6,2020-03-16T23:11:08Z,Piedmont Walton Hospital
21mins,Hunt Regional,21,2020-03-16T23:11:09Z,Greenvilleas
11mins,Hunt Regional,11,2020-03-16T23:11:09Z,Commerceas
7mins,Hunt Regional,7,2020-03-16T23:11:09Z,Quinlanas
11,Mary Washington,11,2020-03-17T00:11:03Z,Lee's Hill Emergency
16,Mary Washington,16,2020-03-17T00:11:03Z,Mary Washington Hospital
14,Mary Washington,14,2020-03-17T00:11:03Z,Stafford Hospital
"
                                            Estimated Wait Time:29 Minutes
",Atrium,29,2020-03-17T00:11:03Z,Atrium Health Anson
"
                                            Estimated Wait Time:26 Minutes
",Atrium,26,2020-03-17T00:11:03Z,Atrium Health Cabarrus
"
                                            Estimated Wait Time:45 Minutes
",Atrium,45,2020-03-17T00:11:03Z,Atrium Health Cleveland
"
                                            Estimated Wait Time:55 Minutes
",Atrium,55,2020-03-17T00:11:03Z,"Atrium Health Harrisburg Emergency Department, a facility of Atrium Health Cabarrus"
"
                                            Estimated Wait Time: 1 hours 23 Minutes
",Atrium,83,2020-03-17T00:11:03Z,Atrium Health Huntersville
"
                                            Estimated Wait Time: 1 hours 7 Minutes
",Atrium,67,2020-03-17T00:11:03Z,"Atrium Health Kannapolis Emergency Department, a facility of Atrium Health Cabarrus"
"
                                            Estimated Wait Time: less than 15 minutes
",Atrium,15,2020-03-17T00:11:03Z,"Atrium Health Kings Mountain, a facility of Atrium Health Cleveland"
"
                                            Estimated Wait Time:36 Minutes
",Atrium,36,2020-03-17T00:11:03Z,Atrium Health Lincoln
"
                                            Estimated Wait Time:49 Minutes
",Atrium,49,2020-03-17T00:11:03Z,"Atrium Health Mercy, a facility of Carolinas Medical Center"
"
                                            Estimated Wait Time:52 Minutes
",Atrium,52,2020-03-17T00:11:03Z,Atrium Health Pineville
"
                                            Estimated Wait Time:34 Minutes
",Atrium,34,2020-03-17T00:11:03Z,"Atrium Health SouthPark Emergency Department, a facility of Carolinas Medical Center"
"
                                            Estimated Wait Time:22 Minutes
",Atrium,22,2020-03-17T00:11:03Z,Atrium Health Stanly
"
                                            Estimated Wait Time:24 Minutes
",Atrium,24,2020-03-17T00:11:03Z,Atrium Health Steele Creek
"
                                            Estimated Wait Time:37 Minutes
",Atrium,37,2020-03-17T00:11:03Z,Atrium Health Union
"
                                            Estimated Wait Time: 1 hours 24 Minutes
",Atrium,84,2020-03-17T00:11:03Z,Atrium Health University City
"
                                            Estimated Wait Time:39 Minutes
",Atrium,39,2020-03-17T00:11:03Z,Atrium Health Waxhaw
"
                                            Estimated Wait Time:37 Minutes
",Atrium,37,2020-03-17T00:11:03Z,Carolinas HealthCare System Blue Ridge-Morganton
"
                                            Estimated Wait Time:33 Minutes
",Atrium,33,2020-03-17T00:11:03Z,Carolinas HealthCare System Blue Ridge-Valdese
"
                                            Estimated Wait Time:48 Minutes
",Atrium,48,2020-03-17T00:11:03Z,Carolinas Medical Center
"
                                            Estimated Wait Time:38 Minutes
",Atrium,38,2020-03-17T00:11:03Z,Levine Children's Hospital
60,Kaleida,60,2020-03-17T00:11:03Z,Buffalo General Medical CenterBuffalo
0,Kaleida,0,2020-03-17T00:11:03Z,DeGraff Memorial HospitalNorth Tonawanda
42,Kaleida,42,2020-03-17T00:11:03Z,Millard Fillmore Suburban HospitalWilliamsville
41,Kaleida,41,2020-03-17T00:11:03Z,John R. Oishei Children's HospitalBuffalo
"5Min
",Longview TX,5,2020-03-17T00:11:07Z,"Longview Regional Medical Center, TX"
-,Longview TX,NA,2020-03-17T00:11:07Z,"Longview Regional Medical Center, TX"
"
						14 Minutes*",NYU Langone,14,2020-03-17T00:11:08Z,NYU Langone Hospital<e2><80><94>Brooklyn
"
						27 Minutes*",NYU Langone,27,2020-03-17T00:11:08Z,NYU Langone Health<e2><80><94>Cobble Hill
"
            10 min.",South Texas Health System,10,2020-03-17T00:11:08Z,South Texas Health System Children's
"
            4 min.",South Texas Health System,4,2020-03-17T00:11:08Z,South Texas Health System Edinburg
"
            5 min.",South Texas Health System,5,2020-03-17T00:11:08Z,South Texas Health System ER Alamo
"
            4 min.",South Texas Health System,4,2020-03-17T00:11:08Z,South Texas Health System ER McColl
"
            6 min.",South Texas Health System,6,2020-03-17T00:11:08Z,South Texas Health System ER Mission
"
            5 min.",South Texas Health System,5,2020-03-17T00:11:08Z,South Texas Health System ER Monte Cristo
"
            5 min.",South Texas Health System,5,2020-03-17T00:11:08Z,South Texas Health System ER Ware Road
"
            10 min.",South Texas Health System,10,2020-03-17T00:11:08Z,South Texas Health System ER Weslaco
"
            7 min.",South Texas Health System,7,2020-03-17T00:11:08Z,South Texas Health System Heart
"
                            34min *
",Piedmont,34,2020-03-17T00:11:08Z,Piedmont Athens Regional
"
                            5min *
",Piedmont,5,2020-03-17T00:11:08Z,Piedmont Atlanta
"
                            59min *
",Piedmont,59,2020-03-17T00:11:08Z,Piedmont Columbus Midtown
"
                            15min *
",Piedmont,15,2020-03-17T00:11:08Z,Piedmont Columbus Midtown Pediatrics
"
                            9min *
",Piedmont,9,2020-03-17T00:11:08Z,Piedmont Columbus Northside
"
                            57min *
",Piedmont,57,2020-03-17T00:11:08Z,Piedmont Fayette
"
                            49min *
",Piedmont,49,2020-03-17T00:11:08Z,Piedmont Henry
"
                            41min *
",Piedmont,41,2020-03-17T00:11:08Z,Piedmont Mountainside
"
                            5min *
",Piedmont,5,2020-03-17T00:11:08Z,Piedmont Mountainside - Ellijay
"
                            34min *
",Piedmont,34,2020-03-17T00:11:08Z,Piedmont Newnan
"
                            4min *
",Piedmont,4,2020-03-17T00:11:08Z,Piedmont Newton
"
                            108min *
",Piedmont,108,2020-03-17T00:11:08Z,Piedmont Rockdale Hospital
"
                            4min *
",Piedmont,4,2020-03-17T00:11:08Z,Piedmont Walton Hospital
22mins,Hunt Regional,22,2020-03-17T00:11:09Z,Greenvilleas
12mins,Hunt Regional,12,2020-03-17T00:11:09Z,Commerceas
9mins,Hunt Regional,9,2020-03-17T00:11:09Z,Quinlanas
11,Mary Washington,11,2020-03-17T01:11:04Z,Lee's Hill Emergency
15,Mary Washington,15,2020-03-17T01:11:04Z,Mary Washington Hospital
14,Mary Washington,14,2020-03-17T01:11:04Z,Stafford Hospital
"
                                            Estimated Wait Time:35 Minutes
",Atrium,35,2020-03-17T01:11:04Z,Atrium Health Anson
"
                                            Estimated Wait Time:31 Minutes
",Atrium,31,2020-03-17T01:11:04Z,Atrium Health Cabarrus
"
                                            Estimated Wait Time:47 Minutes
",Atrium,47,2020-03-17T01:11:04Z,Atrium Health Cleveland
"
                                            Estimated Wait Time: 1 hours 14 Minutes
",Atrium,74,2020-03-17T01:11:04Z,"Atrium Health Harrisburg Emergency Department, a facility of Atrium Health Cabarrus"
"
                                            Estimated Wait Time:24 Minutes
",Atrium,24,2020-03-17T01:11:04Z,Atrium Health Huntersville
"
                                            Estimated Wait Time:32 Minutes
",Atrium,32,2020-03-17T01:11:04Z,"Atrium Health Kannapolis Emergency Department, a facility of Atrium Health Cabarrus"
"
                                            Estimated Wait Time:15 Minutes
",Atrium,15,2020-03-17T01:11:04Z,"Atrium Health Kings Mountain, a facility of Atrium Health Cleveland"
"
                                            Estimated Wait Time:45 Minutes
",Atrium,45,2020-03-17T01:11:04Z,Atrium Health Lincoln
"
                                            Estimated Wait Time:46 Minutes
",Atrium,46,2020-03-17T01:11:04Z,"Atrium Health Mercy, a facility of Carolinas Medical Center"
"
                                            Estimated Wait Time: 1 hours 32 Minutes
",Atrium,92,2020-03-17T01:11:04Z,Atrium Health Pineville
"
                                            Estimated Wait Time:26 Minutes
",Atrium,26,2020-03-17T01:11:04Z,"Atrium Health SouthPark Emergency Department, a facility of Carolinas Medical Center"
"
                                            Estimated Wait Time:31 Minutes
",Atrium,31,2020-03-17T01:11:04Z,Atrium Health Stanly
"
                                            Estimated Wait Time:42 Minutes
",Atrium,42,2020-03-17T01:11:04Z,Atrium Health Steele Creek
"
                                            Estimated Wait Time:25 Minutes
",Atrium,25,2020-03-17T01:11:04Z,Atrium Health Union
"
                                            Estimated Wait Time:36 Minutes
",Atrium,36,2020-03-17T01:11:04Z,Atrium Health University City
"
                                            Estimated Wait Time:23 Minutes
",Atrium,23,2020-03-17T01:11:04Z,Atrium Health Waxhaw
"
                                            Estimated Wait Time:26 Minutes
",Atrium,26,2020-03-17T01:11:04Z,Carolinas HealthCare System Blue Ridge-Morganton
"
                                            Estimated Wait Time:24 Minutes
",Atrium,24,2020-03-17T01:11:04Z,Carolinas HealthCare System Blue Ridge-Valdese
"
                                            Estimated Wait Time:50 Minutes
",Atrium,50,2020-03-17T01:11:04Z,Carolinas Medical Center
